Datetime,Year,Month,Hour,Day_of_Week,Is_Weekend,Traffic_Volume,Congestion_Level
2024-01-07 05:00:00,2024,1,5,6,1,499,Low
2024-01-07 06:00:00,2024,1,6,6,1,420,Low
2024-01-07 07:00:00,2024,1,7,6,1,465,Low
2024-01-07 08:00:00,2024,1,8,6,1,452,Low
2024-01-07 09:00:00,2024,1,9,6,1,355,Low
2024-01-07 10:00:00,2024,1,10,6,1,483,Low
2024-01-07 11:00:00,2024,1,11,6,1,470,Low
2024-01-07 12:00:00,2024,1,12,6,1,530,Low
2024-01-07 13:00:00,2024,1,13,6,1,491,Low
2024-01-07 14:00:00,2024,1,14,6,1,567,Low
2024-01-07 15:00:00,2024,1,15,6,1,468,Low
2024-01-07 16:00:00,2024,1,16,6,1,459,Low
2024-01-07 17:00:00,2024,1,17,6,1,455,Low
2024-01-07 18:00:00,2024,1,18,6,1,444,Low
2024-01-07 19:00:00,2024,1,19,6,1,364,Low
2024-01-07 20:00:00,2024,1,20,6,1,454,Low
2024-01-07 21:00:00,2024,1,21,6,1,370,Low
2024-01-07 22:00:00,2024,1,22,6,1,484,Low
2024-01-07 23:00:00,2024,1,23,6,1,408,Low
2024-01-08 00:00:00,2024,1,0,0,0,307,Low
2024-01-08 01:00:00,2024,1,1,0,0,317,Low
2024-01-08 02:00:00,2024,1,2,0,0,338,Low
2024-01-08 03:00:00,2024,1,3,0,0,348,Low
2024-01-08 04:00:00,2024,1,4,0,0,396,Low
2024-01-08 05:00:00,2024,1,5,0,0,322,Low
2024-01-08 06:00:00,2024,1,6,0,0,659,Low
2024-01-08 07:00:00,2024,1,7,0,0,760,Low
2024-01-08 08:00:00,2024,1,8,0,0,1408,High
2024-01-08 09:00:00,2024,1,9,0,0,1383,High
2024-01-08 10:00:00,2024,1,10,0,0,1356,High
2024-01-08 11:00:00,2024,1,11,0,0,629,Low
2024-01-08 12:00:00,2024,1,12,0,0,598,Low
2024-01-08 13:00:00,2024,1,13,0,0,650,Low
2024-01-08 14:00:00,2024,1,14,0,0,642,Low
2024-01-08 15:00:00,2024,1,15,0,0,540,Low
2024-01-08 16:00:00,2024,1,16,0,0,637,Low
2024-01-08 17:00:00,2024,1,17,0,0,1556,High
2024-01-08 18:00:00,2024,1,18,0,0,1490,High
2024-01-08 19:00:00,2024,1,19,0,0,1478,High
2024-01-08 20:00:00,2024,1,20,0,0,1446,High
2024-01-08 21:00:00,2024,1,21,0,0,554,Low
2024-01-08 22:00:00,2024,1,22,0,0,675,Low
2024-01-08 23:00:00,2024,1,23,0,0,629,Low
2024-01-09 00:00:00,2024,1,0,1,0,382,Low
2024-01-09 01:00:00,2024,1,1,1,0,416,Low
2024-01-09 02:00:00,2024,1,2,1,0,389,Low
2024-01-09 03:00:00,2024,1,3,1,0,323,Low
2024-01-09 04:00:00,2024,1,4,1,0,354,Low
2024-01-09 05:00:00,2024,1,5,1,0,320,Low
2024-01-09 06:00:00,2024,1,6,1,0,606,Low
2024-01-09 07:00:00,2024,1,7,1,0,653,Low
2024-01-09 08:00:00,2024,1,8,1,0,1354,High
2024-01-09 09:00:00,2024,1,9,1,0,1292,Medium
2024-01-09 10:00:00,2024,1,10,1,0,1352,High
2024-01-09 11:00:00,2024,1,11,1,0,624,Low
2024-01-09 12:00:00,2024,1,12,1,0,706,Low
2024-01-09 13:00:00,2024,1,13,1,0,615,Low
2024-01-09 14:00:00,2024,1,14,1,0,661,Low
2024-01-09 15:00:00,2024,1,15,1,0,630,Low
2024-01-09 16:00:00,2024,1,16,1,0,693,Low
2024-01-09 17:00:00,2024,1,17,1,0,1560,High
2024-01-09 18:00:00,2024,1,18,1,0,1560,High
2024-01-09 19:00:00,2024,1,19,1,0,1429,High
2024-01-09 20:00:00,2024,1,20,1,0,1517,High
2024-01-09 21:00:00,2024,1,21,1,0,672,Low
2024-01-09 22:00:00,2024,1,22,1,0,655,Low
2024-01-09 23:00:00,2024,1,23,1,0,666,Low
2024-01-10 00:00:00,2024,1,0,2,0,350,Low
2024-01-10 01:00:00,2024,1,1,2,0,314,Low
2024-01-10 02:00:00,2024,1,2,2,0,271,Low
2024-01-10 03:00:00,2024,1,3,2,0,318,Low
2024-01-10 04:00:00,2024,1,4,2,0,468,Low
2024-01-10 05:00:00,2024,1,5,2,0,326,Low
2024-01-10 06:00:00,2024,1,6,2,0,549,Low
2024-01-10 07:00:00,2024,1,7,2,0,670,Low
2024-01-10 08:00:00,2024,1,8,2,0,1430,High
2024-01-10 09:00:00,2024,1,9,2,0,1449,High
2024-01-10 10:00:00,2024,1,10,2,0,1413,High
2024-01-10 11:00:00,2024,1,11,2,0,676,Low
2024-01-10 12:00:00,2024,1,12,2,0,720,Low
2024-01-10 13:00:00,2024,1,13,2,0,604,Low
2024-01-10 14:00:00,2024,1,14,2,0,595,Low
2024-01-10 15:00:00,2024,1,15,2,0,588,Low
2024-01-10 16:00:00,2024,1,16,2,0,626,Low
2024-01-10 17:00:00,2024,1,17,2,0,1572,High
2024-01-10 18:00:00,2024,1,18,2,0,1531,High
2024-01-10 19:00:00,2024,1,19,2,0,1529,High
2024-01-10 20:00:00,2024,1,20,2,0,1426,High
2024-01-10 21:00:00,2024,1,21,2,0,606,Low
2024-01-10 22:00:00,2024,1,22,2,0,555,Low
2024-01-10 23:00:00,2024,1,23,2,0,690,Low
2024-01-11 00:00:00,2024,1,0,3,0,419,Low
2024-01-11 01:00:00,2024,1,1,3,0,383,Low
2024-01-11 02:00:00,2024,1,2,3,0,303,Low
2024-01-11 03:00:00,2024,1,3,3,0,414,Low
2024-01-11 04:00:00,2024,1,4,3,0,336,Low
2024-01-11 05:00:00,2024,1,5,3,0,293,Low
2024-01-11 06:00:00,2024,1,6,3,0,594,Low
2024-01-11 07:00:00,2024,1,7,3,0,618,Low
2024-01-11 08:00:00,2024,1,8,3,0,1394,High
2024-01-11 09:00:00,2024,1,9,3,0,1384,High
2024-01-11 10:00:00,2024,1,10,3,0,1328,Medium
2024-01-11 11:00:00,2024,1,11,3,0,692,Low
2024-01-11 12:00:00,2024,1,12,3,0,631,Low
2024-01-11 13:00:00,2024,1,13,3,0,605,Low
2024-01-11 14:00:00,2024,1,14,3,0,687,Low
2024-01-11 15:00:00,2024,1,15,3,0,584,Low
2024-01-11 16:00:00,2024,1,16,3,0,564,Low
2024-01-11 17:00:00,2024,1,17,3,0,1565,High
2024-01-11 18:00:00,2024,1,18,3,0,1593,High
2024-01-11 19:00:00,2024,1,19,3,0,1487,High
2024-01-11 20:00:00,2024,1,20,3,0,1505,High
2024-01-11 21:00:00,2024,1,21,3,0,586,Low
2024-01-11 22:00:00,2024,1,22,3,0,638,Low
2024-01-11 23:00:00,2024,1,23,3,0,616,Low
2024-01-12 00:00:00,2024,1,0,4,0,343,Low
2024-01-12 01:00:00,2024,1,1,4,0,366,Low
2024-01-12 02:00:00,2024,1,2,4,0,298,Low
2024-01-12 03:00:00,2024,1,3,4,0,331,Low
2024-01-12 04:00:00,2024,1,4,4,0,266,Low
2024-01-12 05:00:00,2024,1,5,4,0,332,Low
2024-01-12 06:00:00,2024,1,6,4,0,633,Low
2024-01-12 07:00:00,2024,1,7,4,0,648,Low
2024-01-12 08:00:00,2024,1,8,4,0,1402,High
2024-01-12 09:00:00,2024,1,9,4,0,1432,High
2024-01-12 10:00:00,2024,1,10,4,0,1322,Medium
2024-01-12 11:00:00,2024,1,11,4,0,571,Low
2024-01-12 12:00:00,2024,1,12,4,0,661,Low
2024-01-12 13:00:00,2024,1,13,4,0,546,Low
2024-01-12 14:00:00,2024,1,14,4,0,646,Low
2024-01-12 15:00:00,2024,1,15,4,0,584,Low
2024-01-12 16:00:00,2024,1,16,4,0,708,Low
2024-01-12 17:00:00,2024,1,17,4,0,1519,High
2024-01-12 18:00:00,2024,1,18,4,0,1498,High
2024-01-12 19:00:00,2024,1,19,4,0,1563,High
2024-01-12 20:00:00,2024,1,20,4,0,1460,High
2024-01-12 21:00:00,2024,1,21,4,0,598,Low
2024-01-12 22:00:00,2024,1,22,4,0,581,Low
2024-01-12 23:00:00,2024,1,23,4,0,599,Low
2024-01-13 00:00:00,2024,1,0,5,1,466,Low
2024-01-13 01:00:00,2024,1,1,5,1,486,Low
2024-01-13 02:00:00,2024,1,2,5,1,507,Low
2024-01-13 03:00:00,2024,1,3,5,1,381,Low
2024-01-13 04:00:00,2024,1,4,5,1,456,Low
2024-01-13 05:00:00,2024,1,5,5,1,414,Low
2024-01-13 06:00:00,2024,1,6,5,1,454,Low
2024-01-13 07:00:00,2024,1,7,5,1,569,Low
2024-01-13 08:00:00,2024,1,8,5,1,477,Low
2024-01-13 09:00:00,2024,1,9,5,1,504,Low
2024-01-13 10:00:00,2024,1,10,5,1,552,Low
2024-01-13 11:00:00,2024,1,11,5,1,514,Low
2024-01-13 12:00:00,2024,1,12,5,1,443,Low
2024-01-13 13:00:00,2024,1,13,5,1,406,Low
2024-01-13 14:00:00,2024,1,14,5,1,462,Low
2024-01-13 15:00:00,2024,1,15,5,1,438,Low
2024-01-13 16:00:00,2024,1,16,5,1,395,Low
2024-01-13 17:00:00,2024,1,17,5,1,474,Low
2024-01-13 18:00:00,2024,1,18,5,1,475,Low
2024-01-13 19:00:00,2024,1,19,5,1,543,Low
2024-01-13 20:00:00,2024,1,20,5,1,447,Low
2024-01-13 21:00:00,2024,1,21,5,1,476,Low
2024-01-13 22:00:00,2024,1,22,5,1,434,Low
2024-01-13 23:00:00,2024,1,23,5,1,503,Low
2024-01-14 00:00:00,2024,1,0,6,1,458,Low
2024-01-14 01:00:00,2024,1,1,6,1,411,Low
2024-01-14 02:00:00,2024,1,2,6,1,463,Low
2024-01-14 03:00:00,2024,1,3,6,1,481,Low
2024-01-14 04:00:00,2024,1,4,6,1,475,Low
2024-01-14 05:00:00,2024,1,5,6,1,511,Low
2024-01-14 06:00:00,2024,1,6,6,1,398,Low
2024-01-14 07:00:00,2024,1,7,6,1,426,Low
2024-01-14 08:00:00,2024,1,8,6,1,492,Low
2024-01-14 09:00:00,2024,1,9,6,1,431,Low
2024-01-14 10:00:00,2024,1,10,6,1,474,Low
2024-01-14 11:00:00,2024,1,11,6,1,355,Low
2024-01-14 12:00:00,2024,1,12,6,1,586,Low
2024-01-14 13:00:00,2024,1,13,6,1,451,Low
2024-01-14 14:00:00,2024,1,14,6,1,517,Low
2024-01-14 15:00:00,2024,1,15,6,1,448,Low
2024-01-14 16:00:00,2024,1,16,6,1,482,Low
2024-01-14 17:00:00,2024,1,17,6,1,531,Low
2024-01-14 18:00:00,2024,1,18,6,1,516,Low
2024-01-14 19:00:00,2024,1,19,6,1,454,Low
2024-01-14 20:00:00,2024,1,20,6,1,457,Low
2024-01-14 21:00:00,2024,1,21,6,1,509,Low
2024-01-14 22:00:00,2024,1,22,6,1,568,Low
2024-01-14 23:00:00,2024,1,23,6,1,472,Low
2024-01-15 00:00:00,2024,1,0,0,0,436,Low
2024-01-15 01:00:00,2024,1,1,0,0,337,Low
2024-01-15 02:00:00,2024,1,2,0,0,390,Low
2024-01-15 03:00:00,2024,1,3,0,0,397,Low
2024-01-15 04:00:00,2024,1,4,0,0,329,Low
2024-01-15 05:00:00,2024,1,5,0,0,314,Low
2024-01-15 06:00:00,2024,1,6,0,0,689,Low
2024-01-15 07:00:00,2024,1,7,0,0,614,Low
2024-01-15 08:00:00,2024,1,8,0,0,1351,High
2024-01-15 09:00:00,2024,1,9,0,0,1361,High
2024-01-15 10:00:00,2024,1,10,0,0,1367,High
2024-01-15 11:00:00,2024,1,11,0,0,676,Low
2024-01-15 12:00:00,2024,1,12,0,0,661,Low
2024-01-15 13:00:00,2024,1,13,0,0,670,Low
2024-01-15 14:00:00,2024,1,14,0,0,656,Low
2024-01-15 15:00:00,2024,1,15,0,0,611,Low
2024-01-15 16:00:00,2024,1,16,0,0,669,Low
2024-01-15 17:00:00,2024,1,17,0,0,1561,High
2024-01-15 18:00:00,2024,1,18,0,0,1534,High
2024-01-15 19:00:00,2024,1,19,0,0,1528,High
2024-01-15 20:00:00,2024,1,20,0,0,1473,High
2024-01-15 21:00:00,2024,1,21,0,0,647,Low
2024-01-15 22:00:00,2024,1,22,0,0,601,Low
2024-01-15 23:00:00,2024,1,23,0,0,636,Low
2024-01-16 00:00:00,2024,1,0,1,0,274,Low
2024-01-16 01:00:00,2024,1,1,1,0,274,Low
2024-01-16 02:00:00,2024,1,2,1,0,339,Low
2024-01-16 03:00:00,2024,1,3,1,0,323,Low
2024-01-16 04:00:00,2024,1,4,1,0,352,Low
2024-01-16 05:00:00,2024,1,5,1,0,341,Low
2024-01-16 06:00:00,2024,1,6,1,0,639,Low
2024-01-16 07:00:00,2024,1,7,1,0,665,Low
2024-01-16 08:00:00,2024,1,8,1,0,1371,High
2024-01-16 09:00:00,2024,1,9,1,0,1382,High
2024-01-16 10:00:00,2024,1,10,1,0,1457,High
2024-01-16 11:00:00,2024,1,11,1,0,638,Low
2024-01-16 12:00:00,2024,1,12,1,0,629,Low
2024-01-16 13:00:00,2024,1,13,1,0,641,Low
2024-01-16 14:00:00,2024,1,14,1,0,630,Low
2024-01-16 15:00:00,2024,1,15,1,0,606,Low
2024-01-16 16:00:00,2024,1,16,1,0,593,Low
2024-01-16 17:00:00,2024,1,17,1,0,1473,High
2024-01-16 18:00:00,2024,1,18,1,0,1547,High
2024-01-16 19:00:00,2024,1,19,1,0,1479,High
2024-01-16 20:00:00,2024,1,20,1,0,1501,High
2024-01-16 21:00:00,2024,1,21,1,0,669,Low
2024-01-16 22:00:00,2024,1,22,1,0,625,Low
2024-01-16 23:00:00,2024,1,23,1,0,666,Low
2024-01-17 00:00:00,2024,1,0,2,0,278,Low
2024-01-17 01:00:00,2024,1,1,2,0,342,Low
2024-01-17 02:00:00,2024,1,2,2,0,351,Low
2024-01-17 03:00:00,2024,1,3,2,0,349,Low
2024-01-17 04:00:00,2024,1,4,2,0,273,Low
2024-01-17 05:00:00,2024,1,5,2,0,402,Low
2024-01-17 06:00:00,2024,1,6,2,0,599,Low
2024-01-17 07:00:00,2024,1,7,2,0,653,Low
2024-01-17 08:00:00,2024,1,8,2,0,1392,High
2024-01-17 09:00:00,2024,1,9,2,0,1437,High
2024-01-17 10:00:00,2024,1,10,2,0,1490,High
2024-01-17 11:00:00,2024,1,11,2,0,579,Low
2024-01-17 12:00:00,2024,1,12,2,0,608,Low
2024-01-17 13:00:00,2024,1,13,2,0,646,Low
2024-01-17 14:00:00,2024,1,14,2,0,588,Low
2024-01-17 15:00:00,2024,1,15,2,0,673,Low
2024-01-17 16:00:00,2024,1,16,2,0,675,Low
2024-01-17 17:00:00,2024,1,17,2,0,1533,High
2024-01-17 18:00:00,2024,1,18,2,0,1518,High
2024-01-17 19:00:00,2024,1,19,2,0,1569,High
2024-01-17 20:00:00,2024,1,20,2,0,1455,High
2024-01-17 21:00:00,2024,1,21,2,0,640,Low
2024-01-17 22:00:00,2024,1,22,2,0,604,Low
2024-01-17 23:00:00,2024,1,23,2,0,678,Low
2024-01-18 00:00:00,2024,1,0,3,0,265,Low
2024-01-18 01:00:00,2024,1,1,3,0,346,Low
2024-01-18 02:00:00,2024,1,2,3,0,363,Low
2024-01-18 03:00:00,2024,1,3,3,0,305,Low
2024-01-18 04:00:00,2024,1,4,3,0,319,Low
2024-01-18 05:00:00,2024,1,5,3,0,348,Low
2024-01-18 06:00:00,2024,1,6,3,0,680,Low
2024-01-18 07:00:00,2024,1,7,3,0,591,Low
2024-01-18 08:00:00,2024,1,8,3,0,1353,High
2024-01-18 09:00:00,2024,1,9,3,0,1442,High
2024-01-18 10:00:00,2024,1,10,3,0,1379,High
2024-01-18 11:00:00,2024,1,11,3,0,603,Low
2024-01-18 12:00:00,2024,1,12,3,0,670,Low
2024-01-18 13:00:00,2024,1,13,3,0,616,Low
2024-01-18 14:00:00,2024,1,14,3,0,684,Low
2024-01-18 15:00:00,2024,1,15,3,0,608,Low
2024-01-18 16:00:00,2024,1,16,3,0,630,Low
2024-01-18 17:00:00,2024,1,17,3,0,1550,High
2024-01-18 18:00:00,2024,1,18,3,0,1497,High
2024-01-18 19:00:00,2024,1,19,3,0,1542,High
2024-01-18 20:00:00,2024,1,20,3,0,1505,High
2024-01-18 21:00:00,2024,1,21,3,0,727,Low
2024-01-18 22:00:00,2024,1,22,3,0,708,Low
2024-01-18 23:00:00,2024,1,23,3,0,578,Low
2024-01-19 00:00:00,2024,1,0,4,0,371,Low
2024-01-19 01:00:00,2024,1,1,4,0,311,Low
2024-01-19 02:00:00,2024,1,2,4,0,356,Low
2024-01-19 03:00:00,2024,1,3,4,0,351,Low
2024-01-19 04:00:00,2024,1,4,4,0,300,Low
2024-01-19 05:00:00,2024,1,5,4,0,395,Low
2024-01-19 06:00:00,2024,1,6,4,0,647,Low
2024-01-19 07:00:00,2024,1,7,4,0,625,Low
2024-01-19 08:00:00,2024,1,8,4,0,1372,High
2024-01-19 09:00:00,2024,1,9,4,0,1398,High
2024-01-19 10:00:00,2024,1,10,4,0,1410,High
2024-01-19 11:00:00,2024,1,11,4,0,632,Low
2024-01-19 12:00:00,2024,1,12,4,0,510,Low
2024-01-19 13:00:00,2024,1,13,4,0,638,Low
2024-01-19 14:00:00,2024,1,14,4,0,573,Low
2024-01-19 15:00:00,2024,1,15,4,0,628,Low
2024-01-19 16:00:00,2024,1,16,4,0,574,Low
2024-01-19 17:00:00,2024,1,17,4,0,1444,High
2024-01-19 18:00:00,2024,1,18,4,0,1563,High
2024-01-19 19:00:00,2024,1,19,4,0,1493,High
2024-01-19 20:00:00,2024,1,20,4,0,1490,High
2024-01-19 21:00:00,2024,1,21,4,0,659,Low
2024-01-19 22:00:00,2024,1,22,4,0,621,Low
2024-01-19 23:00:00,2024,1,23,4,0,732,Low
2024-01-20 00:00:00,2024,1,0,5,1,451,Low
2024-01-20 01:00:00,2024,1,1,5,1,480,Low
2024-01-20 02:00:00,2024,1,2,5,1,507,Low
2024-01-20 03:00:00,2024,1,3,5,1,536,Low
2024-01-20 04:00:00,2024,1,4,5,1,430,Low
2024-01-20 05:00:00,2024,1,5,5,1,445,Low
2024-01-20 06:00:00,2024,1,6,5,1,521,Low
2024-01-20 07:00:00,2024,1,7,5,1,500,Low
2024-01-20 08:00:00,2024,1,8,5,1,512,Low
2024-01-20 09:00:00,2024,1,9,5,1,402,Low
2024-01-20 10:00:00,2024,1,10,5,1,533,Low
2024-01-20 11:00:00,2024,1,11,5,1,429,Low
2024-01-20 12:00:00,2024,1,12,5,1,472,Low
2024-01-20 13:00:00,2024,1,13,5,1,457,Low
2024-01-20 14:00:00,2024,1,14,5,1,424,Low
2024-01-20 15:00:00,2024,1,15,5,1,400,Low
2024-01-20 16:00:00,2024,1,16,5,1,385,Low
2024-01-20 17:00:00,2024,1,17,5,1,469,Low
2024-01-20 18:00:00,2024,1,18,5,1,395,Low
2024-01-20 19:00:00,2024,1,19,5,1,412,Low
2024-01-20 20:00:00,2024,1,20,5,1,454,Low
2024-01-20 21:00:00,2024,1,21,5,1,345,Low
2024-01-20 22:00:00,2024,1,22,5,1,499,Low
